Marital_Status,Application_Mode,Application_Order,Course,Daytime_Evening_Attendance,Previous_Qualification,Previous_Qualification_Grade,Nacionality,Mothers_Qualification,Fathers_Qualification,Mothers_Occupation,Fathers_Occupation,Admission_Grade,Displaced,Educational_Special_Needs,Debtor,Tuition_Fees_Up_to_Date,Gender,Scholarship_Holder,Age_at_Enrollment,International,Curricular_Units_1st_Sem_Credited,Curricular_Units_1st_Sem_Enrolled,Curricular_Units_1st_Sem_Evaluations,Curricular_Units_1st_Sem_Approved,Curricular_Units_1st_Sem_Grade,Curricular_Units_1st_Sem_Without_Evaluations,Curricular_Units_2nd_Sem_Credited,Curricular_Units_2nd_Sem_Enrolled,Curricular_Units_2nd_Sem_Evaluations,Curricular_Units_2nd_Sem_Approved,Curricular_Units_2nd_Sem_Grade,Curricular_Units_2nd_Sem_Without_Evaluations,Unemployment_Rate,Inflation_Rate,GDP,Target
1,17,7,8014,1,9,125.9,6,20,33,0,11,118.2,0,0,0,1,0,0,33,0,0,5,2,3,6.6,9,4,16,12,6,5.0,3,13.2,1.3,-0.65,Graduate
3,16,0,9238,1,4,150.5,12,16,24,4,10,145.8,1,0,0,1,1,0,30,0,7,10,28,12,12.4,8,11,10,23,1,1.0,1,10.4,0.9,-2.81,Graduate
3,5,9,9085,0,9,116.7,20,22,7,14,1,112.0,1,0,0,1,1,0,22,0,14,1,27,9,13.0,8,6,3,1,0,10.1,1,7.2,0.5,2.34,Dropout
1,10,3,9085,1,10,138.1,16,19,14,3,4,133.2,1,0,0,0,0,0,46,0,11,10,25,4,12.7,0,6,0,1,1,4.8,2,7.8,-0.2,-2.94,Graduate
1,5,3,9003,1,3,147.1,18,2,30,9,12,120.6,1,0,0,1,1,0,35,0,2,13,6,10,8.4,5,14,17,0,2,5.7,2,11.6,0.4,1.83,Enrolled
1,16,0,9070,1,2,156.0,12,4,24,1,17,132.3,1,0,0,1,1,0,43,0,13,7,16,4,12.7,6,10,14,1,4,10.7,3,15.4,2.1,-0.51,Enrolled
2,17,2,171,1,5,117.8,20,34,15,6,16,127.7,0,0,0,1,1,0,53,0,6,14,1,0,16.6,9,8,10,21,12,12.6,0,9.6,1.0,-2.5,Graduate
6,5,4,9238,1,2,145.4,2,7,13,18,5,123.3,0,0,1,1,1,0,47,0,5,13,21,9,2.4,1,2,16,7,9,2.0,6,7.2,0.6,-1.47,Graduate
2,2,5,9238,0,14,133.1,7,14,19,5,18,132.1,0,0,0,1,1,0,32,1,1,5,27,9,10.3,8,11,16,4,2,0.9,4,14.3,3.4,-0.83,Graduate
1,10,8,9130,1,5,145.8,9,32,29,14,16,120.6,1,0,0,1,1,1,29,0,1,13,24,13,15.8,7,9,17,3,6,14.8,0,13.9,0.7,-1.95,Graduate
2,16,8,9238,1,14,120.3,18,17,22,19,16,103.8,0,0,0,1,1,1,31,0,10,17,1,2,17.4,3,1,13,10,7,4.8,4,14.8,3.3,2.07,Graduate
1,10,8,9119,1,6,128.3,9,14,2,11,17,114.9,1,0,0,1,1,0,42,0,2,16,27,11,1.6,8,0,7,19,0,9.5,3,11.2,-0.4,-1.39,Dropout
3,10,0,9238,1,10,124.5,8,17,13,10,14,113.4,0,0,0,1,0,0,45,0,2,8,19,12,17.1,8,10,3,14,5,14.1,7,7.7,2.9,-0.35,Enrolled
1,1,8,9085,1,6,123.2,1,32,18,2,19,106.1,0,0,0,1,1,1,17,0,1,19,28,12,13.1,0,12,17,2,0,1.0,6,8.3,1.5,-3.84,Graduate
3,16,7,9119,1,4,130.6,5,2,15,19,3,131.8,1,0,1,1,1,0,49,0,14,12,10,13,13.0,0,7,10,2,11,13.9,8,15.6,1.5,-2.36,Graduate
1,5,1,33,1,3,167.4,16,4,17,16,3,124.8,0,0,0,1,1,0,50,0,12,9,12,12,2.7,3,6,8,10,12,10.1,1,14.7,1.9,-3.44,Dropout
6,10,0,9070,1,2,140.0,14,30,13,6,4,131.6,0,0,0,1,1,1,50,1,13,14,20,4,10.4,6,13,7,3,2,1.9,9,12.5,2.2,2.82,Dropout
1,15,0,9119,0,1,124.7,13,30,22,17,14,133.8,1,0,0,0,0,0,50,0,7,10,17,10,6.5,9,8,11,20,11,12.2,7,7.5,2.9,2.46,Graduate
2,1,5,33,1,2,125.6,11,33,21,16,1,136.8,1,0,0,1,0,1,37,0,0,1,23,4,10.5,8,1,10,9,2,1.3,7,7.6,-0.6,-1.93,Dropout
5,2,8,171,1,2,138.4,20,1,26,15,10,132.3,0,0,1,1,0,0,23,0,2,10,27,13,13.3,4,8,4,23,12,5.6,0,8.6,0.6,-0.37,Enrolled
1,10,6,9147,1,5,127.2,13,33,4,1,2,114.3,0,0,0,1,0,1,17,0,0,1,2,5,3.3,1,9,9,9,2,9.6,9,12.9,1.3,-1.6,Graduate
5,17,4,8014,0,12,127.3,15,31,7,4,10,134.5,1,0,0,1,1,0,17,0,3,8,3,0,2.8,6,13,14,6,11,12.1,9,15.8,3.5,1.82,Graduate
2,10,1,9085,1,1,113.4,16,14,10,12,2,129.9,1,0,1,0,0,0,34,0,0,7,8,13,6.4,1,7,10,20,6,4.7,5,12.2,-0.5,-2.3,Graduate
1,1,0,9119,1,4,129.3,13,6,15,10,10,155.5,0,0,0,0,0,0,48,0,0,1,9,5,11.6,3,11,1,25,1,3.2,8,14.5,1.0,2.09,Dropout
1,5,1,9147,1,14,92.1,8,7,26,0,1,127.1,1,0,0,1,1,0,47,0,11,5,20,4,12.1,4,14,9,12,9,13.3,9,13.9,2.7,-2.7,Graduate
2,15,0,9070,1,9,103.5,18,24,16,2,19,132.0,0,0,0,0,0,0,34,0,3,1,18,8,11.0,7,3,2,3,13,7.4,8,9.4,3.4,-1.85,Enrolled
1,17,2,9003,0,14,124.7,19,4,34,17,19,125.8,1,0,0,1,1,0,32,0,5,7,15,12,15.3,3,11,7,22,9,3.7,0,12.2,2.8,2.67,Graduate
2,2,5,171,1,3,139.9,15,25,17,3,14,127.6,0,0,0,1,0,0,17,1,10,0,6,3,13.2,1,13,11,15,3,10.7,3,13.4,3.6,-1.9,Dropout
1,17,7,8014,1,10,154.2,10,3,16,8,7,126.8,1,0,1,1,1,0,27,0,5,5,29,5,9.1,8,9,14,10,5,7.1,6,9.9,1.6,2.83,Graduate
2,10,2,9070,1,3,136.0,4,28,34,10,1,121.3,0,0,0,1,0,0,46,0,11,0,10,14,8.7,5,3,14,17,12,11.2,3,12.5,2.5,-3.04,Graduate
1,5,9,171,1,10,138.0,6,23,29,16,17,129.3,0,0,0,1,0,0,44,0,3,13,10,6,14.4,0,3,6,22,6,14.1,7,8.2,3.2,0.72,Graduate
4,16,8,9003,1,2,131.7,8,13,18,10,7,135.1,0,0,0,1,1,0,42,0,6,3,16,12,15.9,3,4,14,15,4,0.4,8,14.2,1.1,-1.95,Graduate
6,15,9,33,1,5,142.6,7,22,11,2,11,121.5,0,0,0,1,1,0,39,0,7,19,28,1,15.3,1,12,12,14,1,6.4,8,9.8,-0.4,-1.63,Dropout
6,16,4,9003,1,4,133.2,12,25,12,18,5,137.9,0,0,1,1,1,0,26,0,1,15,18,5,8.9,9,10,9,23,0,6.3,1,9.7,-0.6,2.25,Graduate
2,15,6,9119,1,12,135.6,18,24,2,19,1,136.3,0,0,0,1,0,0,27,0,8,2,3,4,10.4,6,0,18,0,12,16.2,1,13.6,3.4,0.28,Graduate
1,2,7,8014,1,3,106.5,18,33,18,10,11,115.6,1,0,0,1,1,0,22,0,4,4,23,7,14.2,9,4,16,13,7,17.9,6,14.1,-0.8,-2.41,Dropout
3,7,2,9238,1,5,133.9,19,14,33,13,11,114.5,0,0,0,1,1,0,45,0,5,13,5,11,10.4,0,8,14,19,3,11.8,3,13.6,0.6,3.1,Graduate
1,15,1,9130,1,14,130.3,4,24,9,5,12,132.8,1,0,0,1,0,1,38,0,0,11,29,14,4.0,8,8,2,23,4,7.3,7,10.0,3.0,-0.99,Graduate
1,7,1,9085,1,12,123.8,1,22,15,18,8,119.4,1,0,0,1,1,0,30,0,12,5,18,12,16.0,7,8,17,6,3,7.9,7,15.3,1.0,2.6,Dropout
1,16,4,9085,0,6,124.9,5,23,28,14,14,113.4,1,0,0,1,0,0,22,1,14,13,29,13,8.9,3,14,4,23,13,11.9,8,12.4,0.1,2.84,Graduate
1,15,0,33,1,2,110.0,7,6,8,10,10,149.3,1,0,0,1,1,0,36,0,3,18,26,5,17.7,5,2,9,28,9,10.7,2,10.2,-0.2,-0.89,Graduate
3,2,1,9070,1,1,138.1,11,19,8,17,8,114.4,1,0,0,1,1,0,27,0,6,0,10,3,10.0,7,0,8,13,5,15.5,1,10.1,-0.6,-0.93,Dropout
2,1,8,8014,0,1,133.5,21,12,19,3,7,107.2,1,0,1,1,0,0,18,0,5,7,8,14,7.0,3,1,12,3,3,12.8,6,7.7,2.1,0.12,Enrolled
1,2,6,9238,1,9,131.0,21,26,4,18,19,116.8,1,0,0,0,1,0,41,0,14,6,28,0,3.8,1,6,1,7,2,2.4,2,8.5,0.7,0.76,Dropout
1,2,5,33,1,2,133.5,11,29,27,2,17,130.0,1,0,0,1,1,1,31,0,13,19,27,2,6.2,2,4,9,26,3,15.1,0,12.9,-0.7,-3.65,Dropout
6,1,8,9130,1,9,111.3,10,14,13,11,10,128.0,1,0,0,1,0,0,54,0,1,11,13,2,4.0,5,9,9,13,10,5.2,9,9.8,-0.4,-3.55,Graduate
1,1,6,9119,1,1,156.4,7,17,21,3,4,151.5,1,0,1,0,1,1,21,0,6,9,23,8,16.6,5,1,13,18,12,13.7,6,9.3,3.0,-2.16,Graduate
1,5,4,9119,1,4,144.1,16,30,26,11,3,117.0,1,0,0,0,0,0,31,0,13,5,25,5,10.8,1,6,19,14,6,1.0,9,7.0,-0.2,-0.79,Graduate
1,15,8,9238,1,14,139.3,1,7,23,0,4,130.1,0,0,0,1,1,1,42,0,8,5,26,6,14.8,1,13,7,18,14,5.6,9,14.6,1.4,0.9,Enrolled
3,16,5,9238,1,4,152.3,1,21,30,15,6,141.7,0,0,0,0,1,1,27,0,8,12,12,12,3.7,9,7,4,16,9,13.0,4,9.4,0.8,-2.57,Enrolled
2,5,5,9238,1,5,133.2,12,1,31,1,16,118.4,0,0,1,1,0,0,49,0,12,12,0,6,1.1,9,1,18,0,0,17.6,4,9.8,0.1,-1.75,Graduate
1,1,3,9003,1,14,125.8,16,4,31,2,17,136.1,0,0,0,0,1,0,53,0,13,7,27,1,7.5,3,7,18,0,14,7.2,5,15.9,-0.2,-0.97,Graduate
1,7,0,9085,1,1,134.1,5,8,16,15,0,103.2,1,0,0,1,1,0,52,0,2,16,20,1,16.9,4,0,8,27,2,4.4,3,11.3,2.1,-1.94,Graduate
2,16,4,9147,1,9,152.9,14,18,7,9,15,149.9,0,0,1,1,1,0,54,0,5,15,10,11,2.0,6,8,10,15,2,15.7,7,11.8,3.1,-1.14,Dropout
2,7,8,8014,1,2,116.6,18,8,17,8,8,139.9,1,0,0,1,1,0,27,0,0,17,15,4,14.2,5,8,4,18,14,15.1,7,7.5,1.9,-3.09,Enrolled
1,2,7,9147,1,2,152.7,9,31,24,13,11,118.2,1,0,0,1,1,0,51,0,3,4,12,13,1.1,3,3,8,25,8,9.8,3,11.6,0.9,-3.94,Graduate
6,10,7,9003,1,10,109.7,2,31,20,7,18,137.8,0,0,0,1,1,0,25,0,4,8,16,11,3.0,4,8,7,15,12,4.8,0,10.8,0.6,-2.57,Graduate
1,2,4,9070,1,12,138.0,12,28,27,1,10,144.1,0,0,0,1,1,0,27,0,8,16,9,12,13.1,9,4,10,20,14,5.6,7,14.8,0.8,-2.0,Enrolled
1,2,8,9119,1,6,145.2,10,3,2,10,5,110.2,0,0,1,1,1,0,49,0,2,5,24,12,3.8,7,0,17,14,5,8.8,5,11.7,0.8,1.92,Dropout
5,10,2,9085,1,1,139.7,2,15,1,1,3,119.2,1,0,0,1,1,0,49,0,8,4,13,12,0.4,9,13,7,25,9,17.7,3,14.8,1.5,1.63,Enrolled
1,15,2,9238,1,1,145.7,15,4,34,14,15,144.5,1,0,0,1,0,1,43,0,13,10,29,1,3.9,1,12,12,3,0,2.0,2,13.8,0.9,1.44,Graduate
2,1,0,9130,1,9,128.1,4,34,27,17,2,127.9,1,0,0,1,1,1,34,0,4,13,1,3,13.2,5,7,10,12,10,6.6,0,7.1,1.8,3.21,Graduate
1,7,8,9130,1,10,110.9,19,6,6,4,7,132.7,0,0,0,0,1,0,27,0,2,2,26,0,9.6,0,13,5,11,1,15.5,4,15.8,-0.3,-0.96,Enrolled
1,2,5,9130,1,3,145.8,4,4,27,6,15,127.9,0,0,0,1,0,0,46,0,1,17,15,8,9.9,5,12,15,18,6,17.3,1,7.7,0.4,-3.27,Graduate
6,10,1,8014,1,12,157.7,9,30,16,18,1,138.6,1,0,1,1,0,0,32,0,8,14,19,10,7.4,9,10,17,28,1,0.9,9,7.3,2.4,2.14,Graduate
1,5,7,9238,1,4,127.5,13,18,27,18,12,133.7,0,0,0,1,1,0,40,0,10,18,29,7,2.6,1,3,9,21,13,10.6,4,9.8,2.6,0.36,Dropout
4,2,8,9085,1,4,140.2,10,22,28,15,18,128.4,0,0,0,1,1,0,17,0,14,13,16,1,3.9,9,5,16,18,8,10.9,1,10.8,2.2,3.51,Dropout
1,7,8,9119,0,3,117.6,14,10,3,18,15,99.7,0,0,0,1,0,0,27,0,11,18,19,8,3.3,7,0,1,19,13,9.1,7,9.0,0.7,-1.49,Graduate
1,1,1,9147,1,10,116.5,3,29,31,16,18,135.3,1,0,0,1,1,0,22,0,12,17,24,6,12.7,0,13,17,21,1,0.8,8,11.5,1.2,2.56,Dropout
1,2,1,9238,1,12,131.6,3,23,3,12,7,136.5,0,0,1,1,1,0,28,0,10,3,11,8,15.2,1,9,10,29,14,5.7,2,15.7,0.0,2.45,Dropout
2,2,6,9238,1,1,119.1,20,4,24,7,1,110.9,1,0,0,0,0,1,42,0,12,7,15,3,4.3,6,0,1,18,3,7.9,3,12.0,3.5,3.38,Dropout
1,15,3,9003,1,2,131.4,16,19,26,10,0,111.8,0,0,0,1,1,1,35,0,5,19,25,10,3.1,9,8,1,9,1,8.8,0,8.0,3.1,3.39,Graduate
4,17,0,9070,1,1,175.5,9,26,28,17,16,133.7,1,0,0,1,1,1,17,0,5,3,20,14,4.5,7,13,17,10,7,17.4,0,15.2,3.4,3.45,Graduate
1,10,7,9130,0,4,119.4,14,7,9,10,17,129.5,0,0,0,0,1,0,50,0,14,11,20,3,16.9,2,4,8,29,10,5.5,0,8.0,1.8,2.86,Graduate
6,5,1,33,1,14,135.1,16,13,27,8,6,101.3,0,0,0,1,0,0,36,0,1,5,17,14,3.8,9,6,15,5,0,1.1,7,11.1,1.3,-2.08,Dropout
1,5,2,9085,1,9,103.6,9,3,3,13,8,116.3,1,0,0,1,0,0,28,0,7,8,9,1,12.4,8,5,16,1,14,2.2,0,11.2,3.1,-0.72,Graduate
4,16,4,9003,1,9,137.8,5,11,28,1,2,131.1,0,0,0,1,0,0,40,0,4,2,26,11,2.1,3,2,9,9,14,6.3,2,13.6,1.0,3.29,Graduate
3,1,2,9070,1,6,119.4,13,16,32,16,10,135.8,1,0,0,1,1,0,48,0,9,6,13,4,11.9,7,13,16,15,3,14.0,5,13.1,0.4,-1.04,Graduate
3,16,6,9070,1,5,134.4,15,20,7,15,15,119.4,1,0,0,1,1,1,49,0,5,13,5,13,4.4,9,14,5,26,7,10.9,1,12.5,1.5,2.89,Enrolled
3,7,6,171,1,4,134.0,4,23,7,4,8,125.1,0,0,0,1,1,0,26,0,8,19,16,11,15.1,5,9,0,19,1,14.1,9,12.7,-0.0,1.67,Graduate
3,1,1,9130,1,10,132.1,14,23,21,0,11,115.6,0,0,0,1,1,0,38,0,7,14,11,1,0.4,4,5,12,15,3,16.5,3,13.8,2.7,2.5,Graduate
2,2,6,171,1,9,115.8,20,32,32,8,13,144.2,1,0,0,1,1,1,30,0,8,11,9,6,9.0,8,0,5,26,0,2.2,5,8.6,1.2,1.67,Dropout
1,17,5,9003,1,14,125.7,20,3,20,2,3,129.3,1,0,1,0,1,1,20,0,6,3,27,10,11.9,1,13,18,5,2,9.5,7,15.8,2.1,-1.17,Graduate
1,2,9,9070,1,1,133.5,7,8,8,13,3,118.3,1,0,0,1,1,0,45,0,0,5,0,3,13.4,8,14,5,19,11,11.2,3,11.9,1.8,-2.0,Enrolled
5,5,8,33,1,6,126.4,4,14,4,17,10,112.0,1,0,0,1,0,0,22,0,11,2,3,8,16.2,4,9,18,1,8,7.5,3,13.5,1.8,1.26,Enrolled
2,7,8,9085,1,2,151.0,17,8,26,11,1,110.5,1,0,0,1,0,0,41,0,0,3,29,6,11.3,6,9,11,4,4,8.2,0,12.2,3.4,-3.4,Graduate
3,10,1,171,1,4,130.6,9,11,15,13,17,150.6,0,0,1,1,0,0,24,0,3,4,22,1,2.3,6,12,10,0,10,1.5,9,14.9,-0.5,-2.66,Graduate
1,7,6,9070,1,5,115.1,4,33,6,15,2,124.7,0,0,0,1,0,0,27,0,11,6,20,7,13.0,1,4,6,8,5,1.1,9,12.3,2.0,-3.83,Dropout
1,2,4,9085,1,10,136.5,3,15,32,4,1,121.8,1,0,0,1,1,0,17,0,1,13,2,8,9.5,7,14,5,16,4,0.8,5,7.9,0.4,-1.91,Graduate
1,10,5,9130,1,6,93.3,19,14,5,19,0,124.2,1,0,0,0,1,0,22,0,8,16,24,5,1.8,8,2,14,6,11,11.8,1,14.9,-0.2,-1.7,Dropout
2,7,0,9147,1,2,159.4,9,26,6,19,4,118.8,0,0,1,1,1,0,54,0,3,7,8,3,2.5,9,4,5,9,0,1.8,3,7.9,-0.6,2.7,Enrolled
1,17,6,9085,1,5,104.2,8,8,3,14,6,125.6,1,0,1,1,1,0,44,1,4,5,2,5,14.9,8,2,8,4,3,6.6,4,11.7,2.9,1.7,Graduate
1,17,5,9070,1,5,143.4,7,4,29,8,19,127.5,0,0,0,0,1,0,48,0,1,12,29,2,10.2,8,13,17,2,3,16.5,1,8.8,1.0,1.13,Dropout
1,7,3,9003,1,6,141.1,7,18,19,16,3,127.2,1,0,0,1,0,0,25,0,14,7,13,13,2.8,6,14,2,11,14,3.0,6,8.1,2.3,1.97,Graduate
1,10,0,171,1,1,113.0,4,27,10,11,2,110.6,1,0,0,1,0,0,50,0,8,8,8,10,14.2,3,2,1,29,4,8.5,8,8.1,3.4,0.77,Graduate
2,2,8,171,0,10,138.4,19,19,7,12,5,138.6,1,0,0,1,1,0,18,0,7,19,18,3,10.6,4,2,12,2,11,13.1,8,14.8,3.0,-2.08,Graduate
1,7,3,9119,1,3,119.7,12,3,1,9,11,119.8,0,0,0,1,0,1,38,0,13,18,21,9,3.0,8,10,10,0,10,4.5,6,10.1,0.3,3.19,Graduate
3,10,1,9070,1,5,127.5,20,9,1,6,15,118.4,1,0,0,1,1,1,39,0,6,12,13,6,8.1,8,2,4,5,2,0.4,5,10.2,2.1,-3.03,Graduate
1,15,7,9119,1,9,137.1,6,2,17,6,7,117.9,1,0,0,1,0,0,19,0,11,16,17,4,16.7,1,4,4,20,14,14.0,2,13.2,0.5,-3.25,Enrolled
1,17,1,33,1,3,129.3,12,9,22,7,10,113.3,1,0,0,1,0,1,32,0,6,10,15,6,13.5,9,6,11,9,3,13.1,8,14.5,-0.6,-2.25,Enrolled
1,15,4,33,1,14,115.0,20,6,14,14,12,130.5,1,0,0,1,0,0,46,0,11,15,1,11,7.0,4,14,1,16,3,17.6,7,14.4,3.3,2.42,Graduate
1,2,5,9070,1,6,136.2,4,28,6,17,13,138.6,0,0,0,1,0,1,35,0,14,1,21,7,0.1,6,6,17,23,10,10.9,5,12.8,2.4,-0.71,Enrolled
1,10,7,171,1,5,126.9,2,34,30,0,17,117.6,1,0,0,0,1,1,42,0,7,12,27,7,4.1,5,3,9,11,14,5.6,2,13.5,3.0,-1.06,Enrolled
1,15,0,9130,1,9,128.3,15,29,33,9,7,103.0,1,0,0,1,1,0,32,0,14,9,20,11,3.3,5,1,17,5,2,2.3,0,12.5,0.4,-1.91,Dropout
2,10,0,8014,1,14,129.2,6,3,20,18,0,113.6,0,0,0,1,1,0,38,0,9,11,20,10,6.8,0,12,3,23,7,1.8,9,14.5,0.5,3.21,Graduate
1,7,3,33,1,3,109.8,18,16,16,2,3,121.2,1,0,0,1,1,0,22,0,14,7,22,3,15.9,1,7,6,16,6,11.5,5,10.1,0.1,1.78,Graduate
2,2,4,171,1,2,113.1,21,11,4,6,16,111.0,1,0,1,1,1,0,53,0,9,8,0,3,3.2,6,6,2,3,11,6.3,2,9.1,0.5,-2.81,Dropout
4,15,8,9238,1,4,121.2,5,23,34,3,19,119.2,1,0,1,1,1,0,21,0,6,1,21,10,0.9,3,8,4,8,14,15.0,1,8.8,-0.3,-1.42,Graduate
3,16,6,9238,1,3,136.2,4,30,1,4,5,119.8,1,0,0,1,1,0,30,0,9,6,8,2,2.4,7,11,0,7,14,2.2,4,12.4,2.5,-1.33,Graduate
1,7,6,9119,1,4,116.1,11,5,13,5,4,126.8,0,0,0,1,0,1,40,0,6,18,27,1,8.0,1,12,6,5,5,17.4,4,9.1,3.6,-2.36,Dropout
1,17,7,9085,1,9,147.8,11,8,8,9,13,108.1,1,0,0,1,1,0,30,0,5,11,20,0,1.2,7,6,11,4,5,1.1,2,8.2,3.3,-3.09,Dropout
1,16,4,9130,1,5,133.0,9,10,22,11,18,134.5,1,0,0,1,1,1,25,0,8,15,25,3,10.0,8,4,15,26,6,14.1,7,15.7,-0.1,2.28,Graduate
1,16,4,9119,1,4,135.5,3,28,4,13,13,148.6,1,0,0,0,0,1,27,0,3,19,9,4,4.9,9,8,6,1,1,14.0,8,10.4,0.1,-0.12,Graduate
6,1,0,9238,0,6,125.0,11,10,34,1,1,145.6,1,0,1,1,1,1,26,1,4,14,22,4,6.7,9,7,7,16,10,11.0,3,15.0,0.8,-1.37,Dropout
1,1,8,9130,1,9,106.1,2,14,23,2,8,119.4,1,0,1,1,1,0,47,0,5,13,2,3,2.8,0,3,14,25,9,17.9,8,13.3,0.1,-3.6,Enrolled
1,2,5,8014,1,5,138.0,9,5,20,0,6,135.7,0,0,0,1,1,0,41,0,6,8,9,3,13.4,5,4,5,14,9,0.1,1,10.1,2.3,-2.15,Graduate
2,15,8,9085,1,9,119.2,10,6,24,2,17,134.2,1,0,0,1,0,0,36,0,4,16,12,13,6.9,3,3,4,7,12,8.4,9,8.3,2.6,1.43,Graduate
2,15,2,9119,1,3,107.6,11,30,27,14,19,126.4,1,0,0,1,1,1,47,0,4,18,7,10,2.1,5,9,15,2,10,1.9,3,14.6,2.6,2.71,Dropout
2,15,4,9238,1,9,117.5,3,19,13,15,10,129.3,1,0,0,1,1,0,32,0,9,11,26,1,6.5,7,8,19,19,2,9.3,2,15.0,1.8,2.69,Enrolled
1,10,1,33,1,3,128.8,17,14,5,19,7,135.9,0,0,0,1,0,0,53,0,9,13,0,14,17.7,7,6,11,7,7,3.5,6,8.6,0.3,-1.69,Graduate
1,7,9,33,1,6,94.3,11,11,16,1,9,138.5,1,0,0,1,0,0,22,0,13,1,27,7,12.9,7,4,9,2,14,8.0,4,12.7,-0.3,1.3,Graduate
1,15,4,9119,1,10,125.0,17,5,29,19,17,116.4,0,0,0,1,1,0,27,0,5,10,12,1,15.6,2,13,11,18,2,0.7,2,12.1,1.4,-2.95,Dropout
1,7,7,8014,1,6,145.1,19,31,26,15,16,136.7,1,0,1,1,1,0,35,0,9,18,25,10,16.1,3,0,11,22,2,8.2,7,15.4,3.2,-1.91,Graduate
1,2,1,8014,1,14,130.5,4,32,22,14,16,148.7,1,0,0,1,1,0,17,0,8,3,6,4,9.9,4,5,1,4,4,12.0,3,12.8,0.4,-0.15,Dropout
1,16,7,9070,1,3,148.0,2,24,24,6,0,138.5,0,0,0,1,1,0,43,0,5,0,14,8,10.0,5,14,6,10,12,15.8,2,9.4,0.7,1.81,Enrolled
1,15,3,9085,1,5,124.0,14,10,13,4,3,147.0,1,1,0,1,1,0,37,0,14,14,21,12,16.3,1,1,4,5,7,16.7,6,13.4,2.4,2.83,Graduate
1,2,9,171,1,12,147.3,15,13,21,4,10,93.4,1,0,0,1,1,1,30,1,13,13,10,4,15.7,8,14,17,23,8,6.4,8,11.8,0.7,3.07,Dropout
1,15,9,8014,1,10,109.9,3,13,1,8,8,134.7,1,0,0,1,1,0,36,0,7,8,13,0,12.9,0,4,17,11,13,14.5,8,10.1,3.1,-2.83,Graduate
2,1,0,9085,1,6,139.0,20,22,4,13,8,130.4,1,0,0,1,1,0,51,0,3,18,25,8,14.8,7,8,15,21,13,15.8,3,12.5,3.1,-0.72,Enrolled
2,5,4,8014,1,12,128.4,13,9,3,18,2,140.4,1,0,0,0,1,0,53,0,6,10,5,9,13.3,2,10,1,10,4,17.5,8,15.7,3.2,1.06,Enrolled
3,2,0,9070,0,2,150.3,13,19,23,17,5,112.4,0,0,0,1,0,0,47,0,4,1,0,8,5.5,4,9,7,0,5,7.9,8,14.4,2.7,1.64,Dropout
1,15,6,9147,0,12,123.8,18,7,16,8,5,120.4,0,0,0,1,0,0,18,0,3,4,1,10,2.2,5,11,18,8,2,14.8,4,13.7,-0.5,-0.24,Enrolled
1,17,7,8014,1,14,114.2,20,15,13,2,9,138.7,1,0,0,1,1,1,34,0,12,17,5,0,12.9,9,11,5,23,9,4.7,3,7.7,1.6,-3.63,Dropout
1,5,2,9085,1,14,137.6,21,17,31,10,9,113.2,1,0,0,1,0,0,37,0,11,15,17,12,16.3,6,8,12,23,10,13.8,6,8.1,1.3,2.01,Dropout
2,2,2,9070,1,6,154.7,7,14,24,14,16,130.2,0,0,0,1,0,1,41,0,1,11,19,2,17.6,4,8,6,23,2,14.4,1,12.5,1.3,2.46,Graduate
2,17,6,9070,1,12,133.5,16,2,15,3,14,126.8,0,0,1,1,1,0,29,0,8,5,21,8,0.9,4,1,19,25,1,15.4,2,7.3,2.1,2.68,Graduate
1,17,3,9085,1,4,129.4,16,14,5,4,3,124.5,1,0,0,1,0,0,52,0,4,10,17,1,11.5,5,3,4,28,1,14.6,1,12.8,2.6,2.57,Graduate
5,10,2,9085,1,5,111.8,6,4,22,17,9,134.4,1,0,0,1,0,1,33,1,10,4,21,1,11.1,0,8,16,22,5,14.2,9,9.7,1.6,1.65,Graduate
1,17,7,33,1,2,144.2,6,3,22,11,7,112.5,0,0,0,1,1,0,28,0,12,4,14,6,6.6,4,10,3,25,11,12.3,4,8.4,2.6,-0.91,Enrolled
1,15,2,9147,1,3,129.2,4,3,11,0,0,116.9,1,0,1,0,1,0,38,0,5,16,11,12,9.9,5,14,0,0,12,2.0,8,7.4,0.3,-2.7,Graduate
2,10,6,9070,0,1,140.5,3,11,24,19,16,125.2,0,0,0,1,0,0,40,0,0,17,10,6,8.2,4,10,5,6,0,6.7,9,8.9,2.1,-3.06,Graduate
4,1,1,33,1,4,133.0,1,5,10,1,11,111.4,0,1,0,1,1,0,31,0,3,8,8,3,16.6,3,12,5,2,13,4.4,3,13.3,2.0,1.3,Enrolled
2,15,0,9130,1,2,160.6,3,29,34,8,11,143.0,0,0,0,1,1,1,23,0,4,10,29,4,5.4,2,6,2,11,12,7.8,0,11.0,0.7,1.83,Dropout
3,16,5,9119,1,2,121.6,19,28,11,17,12,116.6,1,0,0,1,0,1,19,0,14,7,14,8,3.2,7,13,9,19,14,16.5,0,7.3,1.5,0.88,Graduate
1,17,7,9119,1,1,122.2,9,23,29,4,13,137.2,1,0,0,1,1,0,36,0,14,11,21,12,12.1,7,14,10,5,12,11.1,6,7.6,3.7,0.28,Enrolled
3,1,0,9070,1,14,145.2,14,30,22,13,7,115.6,0,0,0,1,0,1,42,0,3,19,27,10,5.1,6,4,13,20,7,1.5,3,12.3,2.3,0.4,Graduate
